obj_type,vpid,snomed_id,bnf_code,dmd_name,bnf_name,form_route
amp,324600002,675411000001102,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (A A H Pharmaceuticals Ltd),Ciprofloxacin 100mg tablets,tablet.oral
amp,324600002,780711000001102,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (Kent Pharmaceuticals Ltd),Ciprofloxacin 100mg tablets,tablet.oral
amp,324600002,799111000001107,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (Teva UK Ltd),Ciprofloxacin 100mg tablets,tablet.oral
amp,324600002,926611000001109,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (Sandoz Ltd),Ciprofloxacin 100mg tablets,tablet.oral
amp,324600002,11017111000001101,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (Dr Reddy's Laboratories (UK) Ltd),Ciprofloxacin 100mg tablets,tablet.oral
amp,324600002,15076711000001107,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (Sigma Pharmaceuticals Plc),Ciprofloxacin 100mg tablets,tablet.oral
amp,324600002,15988711000001109,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (Bristol Laboratories Ltd),Ciprofloxacin 100mg tablets,tablet.oral
amp,324600002,17858011000001107,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (Phoenix Healthcare Distribution Ltd),Ciprofloxacin 100mg tablets,tablet.oral
amp,324600002,17964311000001102,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (Almus Pharmaceuticals Ltd),Ciprofloxacin 100mg tablets,tablet.oral
amp,324600002,19713411000001109,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (DE Pharmaceuticals),Ciprofloxacin 100mg tablets,tablet.oral
amp,324600002,36575111000001103,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (Nexcape Pharmaceuticals Ltd),Ciprofloxacin 100mg tablets,tablet.oral
amp,324600002,36839911000001104,0501120L0AAAGAG,Ciprofloxacin 100mg tablets (Torrent Pharma (UK) Ltd),Ciprofloxacin 100mg tablets,tablet.oral
amp,324607004,170311000001103,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (A A H Pharmaceuticals Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,211411000001108,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Alliance Healthcare (Distribution) Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,254711000001109,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Kent Pharmaceuticals Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,317211000001107,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Mylan),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,368511000001108,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Sterwin Medicines),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,370811000001102,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Teva UK Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,485011000001104,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Sandoz Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,624611000001101,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Actavis UK Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,810711000001103,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (IVAX Pharmaceuticals UK Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,826011000001107,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Wockhardt UK Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,827711000001107,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Ranbaxy (UK) Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,7426211000001108,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Hospira UK Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,9795711000001102,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Almus Pharmaceuticals Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,10393211000001107,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Arrow Generics Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,10442211000001104,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Niche Generics Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,11017911000001103,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Dr Reddy's Laboratories (UK) Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,11401111000001103,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (PLIVA Pharma Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,13743811000001101,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Tillomed Laboratories Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,15077111000001109,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Sigma Pharmaceuticals Plc),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,15988911000001106,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Bristol Laboratories Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,17858211000001102,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Phoenix Healthcare Distribution Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,18280611000001105,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Strides Pharma UK Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,18460011000001101,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Accord Healthcare Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,19713611000001107,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (DE Pharmaceuticals),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,19729511000001101,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Medreich Plc),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,19834111000001108,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,21852511000001102,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Waymade Healthcare Plc),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,36574211000001108,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Nexcape Pharmaceuticals Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324607004,36840911000001109,0501120L0AAAAAA,Ciprofloxacin 250mg tablets (Torrent Pharma (UK) Ltd),Ciprofloxacin 250mg tablets,tablet.oral
amp,324606008,2511000001107,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Kent Pharmaceuticals Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,62011000001101,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Teva UK Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,238711000001102,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Alliance Healthcare (Distribution) Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,327011000001108,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Sandoz Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,491511000001105,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (IVAX Pharmaceuticals UK Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,625611000001100,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (A A H Pharmaceuticals Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,648911000001103,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (C P Pharmaceuticals Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,735711000001101,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Ranbaxy (UK) Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,823711000001102,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Mylan),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,920811000001106,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Actavis UK Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,938011000001100,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Sterwin Medicines),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,7426411000001107,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Hospira UK Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,9785111000001102,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Almus Pharmaceuticals Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,10393511000001105,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Arrow Generics Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,11018811000001107,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Dr Reddy's Laboratories (UK) Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,11401511000001107,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (PLIVA Pharma Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,13744011000001109,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Tillomed Laboratories Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,15077911000001107,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Sigma Pharmaceuticals Plc),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,15261211000001108,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Wockhardt UK Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,15989111000001101,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Bristol Laboratories Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,17858511000001104,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Phoenix Healthcare Distribution Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,18280811000001109,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Strides Pharma UK Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,18460411000001105,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Accord Healthcare Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,19713911000001101,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (DE Pharmaceuticals),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,19729711000001106,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Medreich Plc),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,19834311000001105,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,21853011000001101,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Waymade Healthcare Plc),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,36574711000001101,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Nexcape Pharmaceuticals Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,36696711000001108,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Noumed Life Sciences Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,324606008,36841511000001109,0501120L0AAAFAF,Ciprofloxacin 500mg tablets (Torrent Pharma (UK) Ltd),Ciprofloxacin 500mg tablets,tablet.oral
amp,12020511000001100,11972111000001103,0501120L0AAAQAQ,Ciprofloxacin 500mg/5ml oral suspension (Special Order),Ciprofloxacin 500mg/5ml oral suspension,suspension.oral
amp,324605007,271111000001108,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Kent Pharmaceuticals Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,366711000001102,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (A A H Pharmaceuticals Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,469011000001100,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Actavis UK Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,591811000001100,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Teva UK Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,630111000001102,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Sterwin Medicines),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,849311000001100,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (IVAX Pharmaceuticals UK Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,868011000001102,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Sandoz Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,872511000001101,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Alliance Healthcare (Distribution) Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,935711000001105,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Ranbaxy (UK) Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,7426611000001105,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Hospira UK Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,9207911000001103,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Wockhardt UK Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,10393811000001108,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Arrow Generics Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,11019511000001103,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Dr Reddy's Laboratories (UK) Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,11402111000001108,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (PLIVA Pharma Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,13744211000001104,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Tillomed Laboratories Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,15078411000001100,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Sigma Pharmaceuticals Plc),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,15989311000001104,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Bristol Laboratories Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,17858811000001101,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Phoenix Healthcare Distribution Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,17964511000001108,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Almus Pharmaceuticals Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,18281011000001107,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Strides Pharma UK Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,19714211000001108,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (DE Pharmaceuticals),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,19730111000001102,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Medreich Plc),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,19833511000001102,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,21853311000001103,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Waymade Healthcare Plc),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,23483711000001106,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Accord Healthcare Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,36574511000001106,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Nexcape Pharmaceuticals Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324605007,36841911000001102,0501120L0AAAJAJ,Ciprofloxacin 750mg tablets (Torrent Pharma (UK) Ltd),Ciprofloxacin 750mg tablets,tablet.oral
amp,324600002,162511000001103,0501120L0BBACAG,Ciproxin 100mg tablets (Bayer Plc),Ciproxin 100mg tablets,tablet.oral
amp,324607004,455911000001109,0501120L0BBAAAA,Ciproxin 250mg tablets (Bayer Plc),Ciproxin 250mg tablets,tablet.oral
amp,324602005,3492511000001109,0501120L0BBAJBG,Ciproxin 250mg/5ml oral suspension (Bayer Plc),Ciproxin 250mg/5ml oral suspension,suspension.oral
amp,324606008,417611000001101,0501120L0BBABAF,Ciproxin 500mg tablets (Bayer Plc),Ciproxin 500mg tablets,tablet.oral
amp,324605007,661311000001104,0501120L0BBADAJ,Ciproxin 750mg tablets (Bayer Plc),Ciproxin 750mg tablets,tablet.oral
amp,36142611000001107,18149211000001106,0501050B0BEAAAE,Clarie XL 500mg tablets (Teva UK Ltd),Clarie XL 500mg tablets,tabletmodified-release.oral
amp,35368711000001104,9042011000001104,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Ranbaxy (UK) Ltd),Clarithromycin 125mg/5ml oral suspension,suspension.oral
amp,35368711000001104,9155811000001105,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd),Clarithromycin 125mg/5ml oral suspension,suspension.oral
amp,35368711000001104,9157411000001102,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Clarithromycin 125mg/5ml oral suspension,suspension.oral
amp,35368711000001104,9252611000001100,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd),Clarithromycin 125mg/5ml oral suspension,suspension.oral
amp,35368711000001104,9547411000001109,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Sandoz Ltd),Clarithromycin 125mg/5ml oral suspension,suspension.oral
amp,35368711000001104,15080411000001108,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Clarithromycin 125mg/5ml oral suspension,suspension.oral
amp,35368711000001104,18101811000001104,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Clarithromycin 125mg/5ml oral suspension,suspension.oral
amp,35368711000001104,21854311000001101,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Waymade Healthcare Plc),Clarithromycin 125mg/5ml oral suspension,suspension.oral
amp,35368711000001104,30031911000001106,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (DE Pharmaceuticals),Clarithromycin 125mg/5ml oral suspension,suspension.oral
amp,35368711000001104,30761711000001102,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Almus Pharmaceuticals Ltd),Clarithromycin 125mg/5ml oral suspension,suspension.oral
amp,35368711000001104,36621611000001102,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Actavis UK Ltd),Clarithromycin 125mg/5ml oral suspension,suspension.oral
amp,324238009,8818911000001106,0501050B0AAAAAA,Clarithromycin 250mg tablets (Teva UK Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,8825911000001106,0501050B0AAAAAA,Clarithromycin 250mg tablets (Kent Pharmaceuticals Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,8914911000001107,0501050B0AAAAAA,Clarithromycin 250mg tablets (Mylan),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,8927511000001103,0501050B0AAAAAA,Clarithromycin 250mg tablets (A A H Pharmaceuticals Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,8993611000001100,0501050B0AAAAAA,Clarithromycin 250mg tablets (Sandoz Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,9033411000001103,0501050B0AAAAAA,Clarithromycin 250mg tablets (Alliance Healthcare (Distribution) Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,9038211000001105,0501050B0AAAAAA,Clarithromycin 250mg tablets (Ranbaxy (UK) Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,13745611000001101,0501050B0AAAAAA,Clarithromycin 250mg tablets (Tillomed Laboratories Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,13765011000001103,0501050B0AAAAAA,Clarithromycin 250mg tablets (Apotex UK Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,14694011000001106,0501050B0AAAAAA,Clarithromycin 250mg tablets (Actavis UK Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,15080711000001102,0501050B0AAAAAA,Clarithromycin 250mg tablets (Sigma Pharmaceuticals Plc),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,17522411000001102,0501050B0AAAAAA,Clarithromycin 250mg tablets (Somex Pharma),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,17859611000001109,0501050B0AAAAAA,Clarithromycin 250mg tablets (Phoenix Healthcare Distribution Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,17965211000001106,0501050B0AAAAAA,Clarithromycin 250mg tablets (Almus Pharmaceuticals Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,19715011000001104,0501050B0AAAAAA,Clarithromycin 250mg tablets (DE Pharmaceuticals),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,20096711000001105,0501050B0AAAAAA,Clarithromycin 250mg tablets (Wockhardt UK Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,20165611000001102,0501050B0AAAAAA,Clarithromycin 250mg tablets (Accord Healthcare Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,21854711000001102,0501050B0AAAAAA,Clarithromycin 250mg tablets (Waymade Healthcare Plc),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,35140911000001102,0501050B0AAAAAA,Clarithromycin 250mg tablets (Milpharm Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,36846911000001107,0501050B0AAAAAA,Clarithromycin 250mg tablets (Torrent Pharma (UK) Ltd),Clarithromycin 250mg tablets,tablet.oral
amp,324238009,37402011000001108,0501050B0AAAAAA,Clarithromycin 250mg tablets (HEC Pharm GmbH),Clarithromycin 250mg tablets,tablet.oral
amp,37083211000001101,9042311000001101,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Ranbaxy (UK) Ltd),Clarithromycin 250mg/5ml oral suspension,suspension.oral
amp,37083211000001101,9156111000001109,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd),Clarithromycin 250mg/5ml oral suspension,suspension.oral
amp,37083211000001101,9157711000001108,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Clarithromycin 250mg/5ml oral suspension,suspension.oral
amp,37083211000001101,9253011000001103,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd),Clarithromycin 250mg/5ml oral suspension,suspension.oral
amp,37083211000001101,9547911000001101,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Sandoz Ltd),Clarithromycin 250mg/5ml oral suspension,suspension.oral
amp,37083211000001101,15080911000001100,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Clarithromycin 250mg/5ml oral suspension,suspension.oral
amp,37083211000001101,18103211000001101,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Clarithromycin 250mg/5ml oral suspension,suspension.oral
amp,37083211000001101,21854511000001107,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Waymade Healthcare Plc),Clarithromycin 250mg/5ml oral suspension,suspension.oral
amp,37083211000001101,30041111000001109,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (DE Pharmaceuticals),Clarithromycin 250mg/5ml oral suspension,suspension.oral
amp,37083211000001101,30761911000001100,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Almus Pharmaceuticals Ltd),Clarithromycin 250mg/5ml oral suspension,suspension.oral
amp,37083211000001101,36621811000001103,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Actavis UK Ltd),Clarithromycin 250mg/5ml oral suspension,suspension.oral
amp,324244008,8819111000001101,0501050B0AAADAD,Clarithromycin 500mg tablets (Teva UK Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,8826111000001102,0501050B0AAADAD,Clarithromycin 500mg tablets (Kent Pharmaceuticals Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,8915511000001104,0501050B0AAADAD,Clarithromycin 500mg tablets (Mylan),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,8928611000001100,0501050B0AAADAD,Clarithromycin 500mg tablets (A A H Pharmaceuticals Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,8993811000001101,0501050B0AAADAD,Clarithromycin 500mg tablets (Sandoz Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,9033811000001101,0501050B0AAADAD,Clarithromycin 500mg tablets (Alliance Healthcare (Distribution) Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,9038811000001106,0501050B0AAADAD,Clarithromycin 500mg tablets (Ranbaxy (UK) Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,13745811000001102,0501050B0AAADAD,Clarithromycin 500mg tablets (Tillomed Laboratories Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,13765211000001108,0501050B0AAADAD,Clarithromycin 500mg tablets (Apotex UK Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,14694411000001102,0501050B0AAADAD,Clarithromycin 500mg tablets (Actavis UK Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,17522611000001104,0501050B0AAADAD,Clarithromycin 500mg tablets (Somex Pharma),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,17859811000001108,0501050B0AAADAD,Clarithromycin 500mg tablets (Phoenix Healthcare Distribution Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,17965511000001109,0501050B0AAADAD,Clarithromycin 500mg tablets (Almus Pharmaceuticals Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,19715211000001109,0501050B0AAADAD,Clarithromycin 500mg tablets (DE Pharmaceuticals),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,20097311000001109,0501050B0AAADAD,Clarithromycin 500mg tablets (Wockhardt UK Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,20165811000001103,0501050B0AAADAD,Clarithromycin 500mg tablets (Accord Healthcare Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,21854911000001100,0501050B0AAADAD,Clarithromycin 500mg tablets (Waymade Healthcare Plc),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,29789111000001103,0501050B0AAADAD,Clarithromycin 500mg tablets (Sigma Pharmaceuticals Plc),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,35141111000001106,0501050B0AAADAD,Clarithromycin 500mg tablets (Milpharm Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,36847211000001101,0501050B0AAADAD,Clarithromycin 500mg tablets (Torrent Pharma (UK) Ltd),Clarithromycin 500mg tablets,tablet.oral
amp,324244008,37402811000001102,0501050B0AAADAD,Clarithromycin 500mg tablets (HEC Pharm GmbH),Clarithromycin 500mg tablets,tablet.oral
amp,7322211000001104,7320111000001106,0501013K0AAAHAH,Co-amoxiclav 125mg/31mg/5ml oral suspension (Mylan),Co-amoxiclav 125mg/31mg/5ml oral suspension,suspension.oral
